ID,Title,URL,Raw Release Date,Releases Date
160,Nghị quyết 1680/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Quảng Trị năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1680-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Quang-Tri-661116.aspx,Ban hành: 16/06/2025,16/06/2025
161,Nghị quyết 203/2025/QH15 sửa đổi Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-203-2025-QH15-sua-doi-Hien-phap-nuoc-Cong-hoa-xa-hoi-chu-nghia-Viet-Nam-655275.aspx,Ban hành: 16/06/2025,16/06/2025
162,Nghị quyết 1656/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của Thành phố Hà Nội năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1656-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Ha-Noi-661060.aspx,Ban hành: 16/06/2025,16/06/2025
163,Nghị quyết 1671/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Lâm Đồng năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1671-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Lam-Dong-661107.aspx,Ban hành: 16/06/2025,16/06/2025
164,Nghị quyết 1670/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Lai Châu năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1670-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Lai-Chau-661106.aspx,Ban hành: 16/06/2025,16/06/2025
165,Nghị quyết 1666/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Hưng Yên năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1666-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Hung-Yen-661102.aspx,Ban hành: 16/06/2025,16/06/2025
166,Nghị quyết 1675/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của thành phố Huế năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1675-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-thanh-pho-Hue-661111.aspx,Ban hành: 16/06/2025,16/06/2025
167,Nghị quyết 1677/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Quảng Ngãi năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1677-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Quang-Ngai-661113.aspx,Ban hành: 16/06/2025,16/06/2025
168,Nghị quyết 1683/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Thái Nguyên năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1683-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Thai-Nguyen-661119.aspx,Ban hành: 16/06/2025,16/06/2025
169,Nghị quyết 1654/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh An Giang năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1654-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-An-Giang-661057.aspx,Ban hành: 16/06/2025,16/06/2025
170,Nghị quyết 1661/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Điện Biên năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1661-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Dien-Bien-661094.aspx,Ban hành: 16/06/2025,16/06/2025
171,Nghị quyết 1660/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Đắk Lắk năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1660-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Dak-Lak-661064.aspx,Ban hành: 16/06/2025,16/06/2025
172,Nghị quyết 1658/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Bắc Ninh năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1658-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Bac-Ninh-661062.aspx,Ban hành: 16/06/2025,16/06/2025
173,Nghị quyết 1657/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Cao Bằng năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1657-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Cao-Bang-661061.aspx,Ban hành: 16/06/2025,16/06/2025
174,Nghị quyết 1662/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Đồng Nai năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1662-NQ-UBTVQH15-2025-sap-xep-don-vi-hanh-chinh-cap-xa-Dong-Nai-661095.aspx,Ban hành: 16/06/2025,16/06/2025
175,Nghị quyết 1655/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Cà Mau năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1655-NQ-UBTVQH15-2025-sap-xep-don-vi-hanh-chinh-cap-xa-Ca-Mau-661058.aspx,Ban hành: 16/06/2025,16/06/2025
176,Nghị quyết 1668/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của thành phố Cần Thơ năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1668-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-cua-thanh-pho-Can-Tho-661104.aspx,Ban hành: 16/06/2025,16/06/2025
177,Nghị quyết 1663/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Đồng Tháp năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1663-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Dong-Thap-661096.aspx,Ban hành: 16/06/2025,16/06/2025
178,Nghị quyết 1659/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của thành phố Đà Nẵng năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1659-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-thanh-pho-Da-Nang-661063.aspx,Ban hành: 16/06/2025,16/06/2025
179,Nghị quyết 1665/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Hà Tĩnh năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1665-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Ha-Tinh-661101.aspx,Ban hành: 16/06/2025,16/06/2025
180,Nghị quyết 1664/NQ-UBTVQH15 sắp xếp các đơn vị hành chính cấp xã của tỉnh Gia Lai năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1664-NQ-UBTVQH15-2025-sap-xep-cac-don-vi-hanh-chinh-cap-xa-Gia-Lai-661097.aspx,Ban hành: 16/06/2025,16/06/2025
181,"Nghị quyết 173/NQ-CP về phạm vi, đối tượng tiết kiệm chi thường xuyên dự toán năm 2025 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-173-NQ-CP-2025-pham-vi-doi-tuong-tiet-kiem-chi-thuong-xuyen-du-toan-660909.aspx,Ban hành: 13/06/2025,13/06/2025
182,Nghị quyết 202/2025/QH15 sắp xếp đơn vị hành chính cấp tỉnh do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-202-2025-QH15-sap-xep-don-vi-hanh-chinh-cap-tinh-648951.aspx,Ban hành: 12/06/2025,12/06/2025
183,Nghị quyết 02/2025/NQ-CP áp dụng cơ chế đặc thù trong khai thác khoáng sản do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Nghi-quyet-02-2025-NQ-CP-ap-dung-co-che-dac-thu-trong-khai-thac-khoang-san-660723.aspx,Ban hành: 11/06/2025,11/06/2025
184,Nghị quyết 168/NQ-CP năm 2025 áp dụng cơ chế đặc thù trong khai thác khoáng sản do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Nghi-quyet-168-NQ-CP-2025-ap-dung-co-che-dac-thu-trong-khai-thac-khoang-san-660471.aspx,Ban hành: 11/06/2025,11/06/2025
185,Nghị quyết 164/NQ-CP năm 2025 về Dự án Luật Đường sắt (sửa đổi) do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-164-NQ-CP-2025-Du-an-Luat-Duong-sat-sua-doi-660323.aspx,Ban hành: 09/06/2025,09/06/2025
186,Nghị quyết 162/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 5 năm 2025,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-162-NQ-CP-2025-Phien-hop-Chinh-phu-thuong-ky-thang-5-660716.aspx,Ban hành: 07/06/2025,07/06/2025
187,"Nghị quyết 79/2025/UBTVQH15 sửa đổi Nghị quyết 44/2024/UBTVQH15 quy định về thi đua, khen thưởng đối với đại biểu Quốc hội, các cơ quan của Quốc hội, các cơ quan thuộc Ủy ban Thường vụ Quốc hội và cán bộ, công chức thuộc thẩm quyền quản lý của Ủy ban Thường vụ Quốc hội",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-79-2025-UBTVQH15-sua-doi-Nghi-quyet-44-2024-UBTVQH15-khen-thuong-dai-bieu-Quoc-hoi-664758.aspx,Ban hành: 06/06/2025,06/06/2025
188,Nghị quyết 158/NQ-CP Phiên họp chuyên đề về xây dựng pháp luật tháng 5 năm 2025 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-158-NQ-CP-2025-Phien-hop-chuyen-de-xay-dung-phap-luat-thang-5-659438.aspx,Ban hành: 03/06/2025,03/06/2025
189,"Nghị quyết 155/NQ-CP năm 2025 về Kế hoạch của Chính phủ triển khai Nghị quyết 201/2025/QH15 về thí điểm cơ chế, chính sách đặc thù phát triển nhà ở xã hội",https://thuvienphapluat.vn/van-ban/Xay-dung-Do-thi/Nghi-quyet-155-NQ-CP-2025-Ke-hoach-trien-khai-Nghi-quyet-201-2025-QH15-659361.aspx,Ban hành: 01/06/2025,01/06/2025
190,Nghị quyết 01/2025/NQ-CP đầu tư mở rộng Cảng hàng không quốc tế Phú Quốc do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-01-2025-NQ-CP-dau-tu-mo-rong-Cang-hang-khong-quoc-te-Phu-Quoc-659120.aspx,Ban hành: 01/06/2025,01/06/2025
191,Nghị quyết 153/NQ-CP năm 2025 về Chương trình hành động thực hiện Nghị quyết 59-NQ/TW về Hội nhập quốc tế trong tình hình mới do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Nghi-quyet-153-NQ-CP-2025-chuong-trinh-thuc-hien-Nghi-quyet-59-NQ-TW-Hoi-nhap-quoc-te-660015.aspx,Ban hành: 31/05/2025,31/05/2025
192,"Nghị quyết 154/NQ-CP về nhiệm vụ, giải pháp chủ yếu thực hiện Kế hoạch phát triển kinh tế - xã hội và dự toán ngân sách nhà nước với mục tiêu tăng trưởng năm 2025 đạt 8% trở lên do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-154-NQ-CP-2025-giai-phap-phat-trien-kinh-te-xa-hoi-muc-tieu-tang-truong-dat-8-tro-len-659278.aspx,Ban hành: 31/05/2025,31/05/2025
193,"Nghị quyết 201/2025/QH15 thí điểm về cơ chế, chính sách đặc thù phát triển nhà ở xã hội do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Xay-dung-Do-thi/Nghi-quyet-201-2025-QH15-thi-diem-co-che-chinh-sach-dac-thu-phat-trien-nha-o-xa-hoi-658993.aspx,Ban hành: 29/05/2025,29/05/2025
194,"Nghị quyết 151/NQ-CP năm 2025 về dự án Luật sửa đổi Luật Quốc phòng; Luật Sĩ quan Quân đội nhân dân Việt Nam; Luật Quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng; Luật Nghĩa vụ quân sự; Luật Biên phòng Việt Nam; Luật Phòng không nhân dân; Luật Lực lượng dự bị động viên; Luật Phòng thủ dân sự; Luật Quản lý, bảo vệ công trình quốc phòng và khu quân sự; Luật Dân quân tự vệ; Luật Giáo dục quốc phòng và an ninh do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-151-NQ-CP-2025-du-an-Luat-Quoc-phong-Luat-Si-quan-Quan-doi-nhan-dan-Viet-Nam-sua-doi-658464.aspx,Ban hành: 26/05/2025,26/05/2025
195,Nghị quyết 200/2025/QH15 bổ sung dự toán ngân sách nhà nước chi thường xuyên (nguồn vốn viện trợ không hoàn lại của nước ngoài) do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-200-2025-QH15-bo-sung-du-toan-ngan-sach-nha-nuoc-chi-thuong-xuyen-658992.aspx,Ban hành: 23/05/2025,23/05/2025
196,"Nghị quyết 147/NQ-CP năm 2025 về Chiến lược tổng thể quốc gia phòng ngừa, ứng phó với các đe dọa an ninh phi truyền thống đến năm 2030, tầm nhìn đến năm 2045 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-147-NQ-CP-2025-Chien-luoc-tong-the-quoc-gia-ung-pho-de-doa-an-ninh-phi-truyen-thong-658178.aspx,Ban hành: 22/05/2025,22/05/2025
197,Nghị quyết 199/2025/QH15 về rút ngắn nhiệm kỳ Quốc hội khoá XV và Hội đồng nhân dân các cấp nhiệm kỳ 2021-2026; Ngày bầu cử đại biểu Quốc hội khóa XVI và đại biểu Hội đồng nhân dân các cấp nhiệm kỳ 2026-2031,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-199-2025-QH15-rut-ngan-nhiem-ky-Quoc-hoi-khoa-XV-nhiem-ky-2021-2026-657681.aspx,Ban hành: 21/05/2025,21/05/2025
198,"Nghị quyết 197/2025/QH15 về cơ chế, chính sách đặc biệt tạo đột phá trong xây dựng và tổ chức thi hành pháp luật do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-197-2025-QH15-chinh-sach-dac-biet-tao-dot-pha-trong-xay-dung-to-chuc-thi-hanh-phap-luat-657149.aspx,Ban hành: 17/05/2025,17/05/2025
199,"Nghị quyết 198/2025/QH15 về cơ chế, chính sách đặc biệt phát triển kinh tế tư nhân do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Nghi-quyet-198-2025-QH15-co-che-chinh-sach-dac-biet-phat-trien-kinh-te-tu-nhan-657148.aspx,Ban hành: 17/05/2025,17/05/2025
200,Nghị quyết 78/2025/UBTVQH15 về ghi nhận thời gian đóng bảo hiểm xã hội bắt buộc của chủ hộ kinh doanh đã tham gia trước ngày Luật Bảo hiểm xã hội 41/2024/QH15 có hiệu lực thi hành do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Nghi-quyet-78-2025-UBTVQH15-thoi-gian-dong-bao-hiem-xa-hoi-bat-buoc-cua-chu-ho-kinh-doanh-659904.aspx,Ban hành: 17/05/2025,17/05/2025
201,Nghị quyết 140/NQ-CP năm 2025 về Chương trình hành động thực hiện Nghị quyết 66-NQ/TW về đổi mới công tác xây dựng và thi hành pháp luật đáp ứng yêu cầu phát triển đất nước trong kỷ nguyên mới do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-140-NQ-CP-2025-thuc-hien-Nghi-quyet-66-NQ-TW-thi-hanh-phap-luat-ky-nguyen-moi-657151.aspx,Ban hành: 17/05/2025,17/05/2025
202,Nghị quyết 196/2025/QH15 điều chỉnh dự toán ngân sách nhà nước năm 2025 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-196-2025-QH15-dieu-chinh-du-toan-ngan-sach-nha-nuoc-657150.aspx,Ban hành: 17/05/2025,17/05/2025
203,"Nghị quyết 139/NQ-CP năm 2025 về Kế hoạch triển khai Nghị quyết 198/2025/QH15 về cơ chế, chính sách đặc biệt phát triển kinh tế tư nhân do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-139-NQ-CP-2025-Ke-hoach-trien-khai-Nghi-quyet-198-2025-QH15-657218.aspx,Ban hành: 17/05/2025,17/05/2025
204,Nghị quyết 138/NQ-CP năm 2025 về Kế hoạch hành động thực hiện Nghị quyết 68-NQ/TW về phát triển kinh tế tư nhân do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Nghi-quyet-138-NQ-CP-2025-Ke-hoach-thuc-hien-Nghi-quyet-68-NQ-TW-phat-trien-kinh-te-tu-nhan-657153.aspx,Ban hành: 16/05/2025,16/05/2025
205,Nghị quyết 127/NQ-CP năm 2025 triển khai Nghị quyết 187/2025/QH15 về chủ trương đầu tư dự án đầu tư xây dựng tuyến đường sắt Lào Cai - Hà Nội - Hải Phòng do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-127-NQ-CP-2025-trien-khai-Nghi-quyet-187-2025-QH15-xay-dung-duong-sat-Lao-Cai-Ha-Noi-Hai-Phong-656654.aspx,Ban hành: 13/05/2025,13/05/2025
206,Nghị quyết 125/NQ-CP về hồ sơ Đề án sắp xếp đơn vị hành chính cấp tỉnh năm 2025 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-125-NQ-CP-2025-ho-so-De-an-sap-xep-don-vi-hanh-chinh-cap-tinh-656296.aspx,Ban hành: 09/05/2025,09/05/2025
207,Nghị quyết 126/NQ-CP về hồ sơ Đề án sắp xếp đơn vị hành chính cấp xã năm 2025 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-126-NQ-CP-2025-ho-so-De-an-sap-xep-don-vi-hanh-chinh-cap-xa-656297.aspx,Ban hành: 09/05/2025,09/05/2025
208,Nghị quyết 124/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 4 năm 2025,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-124-NQ-CP-2025-Phien-hop-Chinh-phu-thuong-ky-thang-4-656385.aspx,Ban hành: 08/05/2025,08/05/2025
209,"Nghị quyết 122/NQ-CP năm 2025 về Kế hoạch thực hiện Kết luận 81-KL/TW về tiếp tục thực hiện Nghị quyết về chủ động ứng phó với biến đổi khí hậu, tăng cường quản lý tài nguyên và bảo vệ môi trường do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Nghi-quyet-122-NQ-CP-2025-Ke-hoach-thuc-hien-Ket-luan-81-KL-TW-ung-pho-bien-doi-khi-hau-656053.aspx,Ban hành: 08/05/2025,08/05/2025
210,Nghị quyết 1635/NQ-UBTVQH15 năm 2025 thành lập Ban Chỉ đạo chuyển đổi số của Quốc hội do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Cong-nghe-thong-tin/Nghi-quyet-1635-NQ-UBTVQH15-2025-thanh-lap-Ban-Chi-dao-chuyen-doi-so-cua-Quoc-hoi-656723.aspx,Ban hành: 08/05/2025,08/05/2025
211,Nghị quyết 195/2025/QH15 thành lập Ủy ban dự thảo sửa đổi Hiến pháp năm 2013 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-195-2025-QH15-thanh-lap-Uy-ban-du-thao-sua-doi-Hien-phap-nam-2013-658174.aspx,Ban hành: 05/05/2025,05/05/2025
212,Nghị quyết 194/2025/QH15 sửa đổi Hiến pháp năm 2013 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-194-2025-QH15-sua-doi-Hien-phap-nam-2013-655386.aspx,Ban hành: 05/05/2025,05/05/2025
213,"Nghị quyết 116/NQ-CP năm 2025 dự thảo Nghị quyết của Quốc hội về một số cơ chế, chính sách đặc biệt tạo đột phá trong xây dựng và tổ chức thi hành pháp luật do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-116-NQ-CP-2025-du-thao-Nghi-quyet-ve-chinh-sach-tao-dot-pha-trong-xay-dung-phap-luat-655292.aspx,Ban hành: 04/05/2025,04/05/2025
214,Nghị quyết 114/NQ-CP năm 2025 về Kế hoạch triển khai Nghị quyết 162/2024/QH15 phê duyệt chủ trương đầu tư Chương trình mục tiêu quốc gia về phát triển văn hóa giai đoạn 2025-2035 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-114-NQ-CP-2025-Ke-hoach-trien-khai-Nghi-quyet-162-2024-QH15-phat-trien-van-hoa-655151.aspx,Ban hành: 29/04/2025,29/04/2025
215,Nghị quyết 106/NQ-CP năm 2025 về Kế hoạch triển khai Nghị quyết 172/2024/QH15 về chủ trương đầu tư Dự án đường sắt tốc độ cao trên trục Bắc - Nam do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Giao-thong-Van-tai/Nghi-quyet-106-NQ-CP-2025-Ke-hoach-trien-khai-Nghi-quyet-172-2024-QH15-654149.aspx,Ban hành: 23/04/2025,23/04/2025
216,Nghị quyết 108/NQ-CP về Phiên họp chuyên đề xây dựng pháp luật tháng 4 năm 2025 (Phiên thứ 2) do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-108-NQ-CP-2025-Phien-hop-chuyen-de-ve-xay-dung-phap-luat-thang-4-654104.aspx,Ban hành: 23/04/2025,23/04/2025
217,Nghị quyết 77/2025/UBTVQH15 điều chỉnh Chương trình lập pháp năm 2025 do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-77-2025-UBTVQH15-dieu-chinh-Chuong-trinh-lap-phap-655281.aspx,Ban hành: 21/04/2025,21/04/2025
218,"Nghị quyết 104/NQ-CP năm 2025 về dự án Luật Cán bộ, công chức (sửa đổi) do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-104-NQ-CP-2025-du-an-Luat-Can-bo-cong-chuc-sua-doi-653555.aspx,Ban hành: 18/04/2025,18/04/2025
219,"Nghị quyết 103/NQ-CP trình Ủy ban Thường vụ Quốc hội xin ý kiến về trường hợp khác được miễn, giảm tiền sử dụng đất, tiền thuê đất theo quy định tại Khoản 2 Điều 157 Luật Đất đai năm 2024 (bao gồm cả nội dung giảm tiền thuê đất năm 2025) do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bat-dong-san/Nghi-quyet-103-NQ-CP-2025-xin-y-kien-ve-truong-hop-khac-duoc-mien-giam-tien-su-dung-dat-653593.aspx,Ban hành: 18/04/2025,18/04/2025
220,Nghị quyết 102/NQ-CP năm 2025 dự án Luật Tổ chức chính quyền địa phương (sửa đổi) do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-102-NQ-CP-2025-du-an-Luat-To-chuc-chinh-quyen-dia-phuong-652328.aspx,Ban hành: 18/04/2025,18/04/2025
221,"Nghị quyết 99/NQ-CP năm 2025 điều chỉnh Quy hoạch sử dụng đất quốc gia thời kỳ 2021-2030, tầm nhìn đến năm 2050 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bat-dong-san/Nghi-quyet-99-NQ-CP-2025-dieu-chinh-Quy-hoach-su-dung-dat-quoc-gia-thoi-ky-2021-2030-652292.aspx,Ban hành: 17/04/2025,17/04/2025
222,"Nghị quyết 93/NQ-CP năm 2025 về Kế hoạch thực hiện Kết luận 132-KL/TW về tiếp tục thực hiện Chỉ thị 36-CT/TW về tăng cường nâng cao hiệu quả công tác phòng, chống và kiểm soát ma túy do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Van-hoa-Xa-hoi/Nghi-quyet-93-NQ-CP-2025-Ke-hoach-thuc-hien-Ket-luan-132-KL-TW-kiem-soat-ma-tuy-652174.aspx,Ban hành: 16/04/2025,16/04/2025
223,Nghị quyết 98/NQ-CP năm 2025 dự án Luật Ban hành văn bản quy phạm pháp luật sửa đổi do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-98-NQ-CP-2025-du-an-Luat-Ban-hanh-van-ban-quy-pham-phap-luat-sua-doi-652293.aspx,Ban hành: 16/04/2025,16/04/2025
224,"Nghị quyết 87/NQ-CP năm 2025 gia hạn thời gian thực hiện thí điểm dùng tài khoản viễn thông thanh toán cho các hàng hóa, dịch vụ có giá trị nhỏ do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tien-te-Ngan-hang/Nghi-quyet-87-NQ-CP-2025-gia-han-thi-diem-dung-tai-khoan-vien-thong-thanh-toan-hang-hoa-gia-tri-nho-652160.aspx,Ban hành: 15/04/2025,15/04/2025
225,Nghị quyết 88/NQ-CP Phiên họp chuyên đề về xây dựng pháp luật tháng 4 năm 2025 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-88-NQ-CP-2025-Phien-hop-chuyen-de-ve-xay-dung-phap-luat-thang-4-652161.aspx,Ban hành: 15/04/2025,15/04/2025
